4427d18955f1dabba9ad7503aeed2886,1,5f315c482ee138f3766f5a9169f16ba6,fa1c13f2614d7b5c4749cbc52fecda94,2017-11-21 03:35:23,198.9,8.65
4427e7da064254d8af538aca447a560c,1,764292b2b0f73f77a0272be03fdd45f3,bd23da7354813347129d751591d1a6e2,2017-09-26 02:11:19,89.9,12.97
4428ed14e5a837c99231835f3fde0b9d,1,8d1cfc0463b545928bfb4e589e017bd4,aae3bfea055532c57fb453ed3ec80b30,2017-08-10 07:30:10,62.8,17.72
4429817093ef382ad98f0d8471211146,1,0f6aa686ebf2fa68554cc24d4d29db5a,32b8764b4ef628b53608fc34011fcc13,2018-04-09 10:10:11,195,59.23
442a41b00a8a8bda35511fdf1eb65cc5,1,5b668636d65ddf4e4109c6d8fb13ea56,7c5b05cbdb5542049f38d90d7815b97d,2018-07-16 22:45:43,44.99,7.58
442a8a32e7ffcfcc05413962b75de9c8,1,cb2fde4bf22091cf7f7fb9c1944f45bf,af4a0e4cfe1d9c26b6712b1be25a72e5,2018-03-08 02:50:44,225.91,19.15
442a9587ce4b40a5d801427b6c0a5383,1,a9e1f2fff48f21f5e6fc9dce739e1160,b9ca8e8baa5d4aa038394a700f63e69f,2018-08-27 12:09:37,64.99,14.77
442be05839341a530c60503334ac0488,1,7cda56607ef8d61eb1573d80f1b57ae3,3ca08eeb8d5595949fed424bd3677742,2017-09-27 13:04:41,79.99,17.13
442c20f1686da98436dda5a6c7c52e16,1,fe01b643060a6446e59f58e3021e66b3,2dee2ce60de9709b1a24083217181a1f,2017-11-30 01:38:29,129.9,38.46
442c441e8e8588cbf0f462423f7d864b,1,fcda3a9193321b42d5b6177aa4f9e3ed,f8db351d8c4c4c22c6835c19a46f01b0,2018-07-12 04:35:10,14.9,8.82
442c441e8e8588cbf0f462423f7d864b,2,fcda3a9193321b42d5b6177aa4f9e3ed,f8db351d8c4c4c22c6835c19a46f01b0,2018-07-12 04:35:10,14.9,8.82
