9fbd5666d8618fa571c4230fafa09bd6,4360,sao paulo,SP
eb9cd5b35d95206585e2185318cb5c61,3064,sao paulo,SP
08d2d642cf72b622b14dde1d2f5eb2f5,17512,marilia,SP
525e75a6fb1454a2325ab1734bcec221,6453,barueri,SP
0e982cff76cc0579f632cea8a0e38c9d,88316,itajai,SC
bc30de0d71bd6260b936a026b5cf7200,13920,pedreira,SP
014c0679dd340a0e338872e7ec85666a,35180,timoteo,MG
78ba5933c21686d1c2f64669c8c459e7,8810,mogi das cruzes,SP
6ee85be3693ed79a8e80718743d80655,3937,sao paulo,SP
63272377184e969942f7fff221be858d,3340,sao paulo,SP
d5ba419e26d246a0719437cf37d9b46d,3437,sao paulo,SP
15aac934c58d886785ac1b17953ea898,29480,muqui,ES
0b36063d5818f81ccb94b54adfaebbf5,89255,jaragua do sul,SC
f789d2c4f2c2eb38fc4373e7a4b35264,36010,juiz de fora,MG
fcf16b7a8697e559f0123190bb30177d,3679,sao paulo,SP
880eda903e719a5f179f7e9fceb3a69d,14610,ipua,SP
7f5e4d5efad7e44b91115dd1decb65f3,12306,jacarei / sao paulo,SP
299c89a525fee36c567f4fe72f038100,63540,varzea alegre,CE
87b740daf17b5d1be335a64164ec6842,8615,suzano,SP
d4f91e8be86b38da2ee35bc489645a9d,12512,guaratingueta,SP
eb3071b9f0b0ddaa2df5ea130f09f26b,4281,sao paulo,SP
7b3f6ce5c6c22e9b96e7581ebf0df6e1,13710,tambau,SP
31da954dc0855f2495c6310f70a2f931,13601,araras,SP
63b9ae557efed31d1f7687917d248a8d,13720,sao jose do rio pardo,SP
ef9952469137ff190bacafe117f51537,38022,uberaba,MG
c18309219e789960add0b2255ca4b091,20521,rio de janeiro,RJ
4a82168aaef173cbb6e46ae88728f919,84500,irati,PR
17e34d8224d27a541263c4c64b11a56b,14085,riberao preto,SP
e2aee0892199b1d92530e371abd825bf,86600,rolandia,PR
870d0118f7a9d85960f29ad89d5d989a,37708,pocos de caldas,MG
eb9267cccc90f1b49c8d2f9887c7dd97,52011,recife,PE
5de1c80811ce7007f62f00d971236c09,88063,florianopolis,SC
ec8879960bd2221d5c32f8e12f7da711,13253,itatiba,SP
586a871d4f1221763fddb6ceefdeb95e,90630,porto alegre,RS
a35124e2d763d7ca3fbe3b97d143200f,4041,sao paulo,SP
9198786624eaeb375793215cad26cfa6,89136,rodeio,SC
fe1b067411b8c5066e962aa146ccee03,19020,presidente prudente,SP
6b9b80d53ba3676eafe60268a810b5a1,31160,belo horizonte,SP
a938325a4b357fd23a6a4d5bb126408e,26510,nilopolis,RJ
f1b854361f4e15d5851b494df66f22b2,20020,rio de janeiro,RJ
3d49bfdd1b43a7fe169b3740067acc61,39400,montes claros,MG
9df5750209b83567ec144eb299d7d634,93032,sao leopoldo,RS
3d62f86afa7c73be2628a3be1423f5a0,12327,jacarei,SP
497709c2976a8fa308730a2dec5b0726,9981,diadema,SP
e73bf2cea7fe4b0b4d287a7568ed1099,89812,chapeco,SC
778323240ce2830d68aab11794e00bfb,13600,sao paulo,SP
2493dc3f20131696a0ecdb9948051a8d,71065,brasilia,DF
a3dd39f583bc80bd8c5901c95878921e,41342,salvador,BA
4342d4b2ba6b161468c63a7e7cfce593,22793,rio de janeiro,RJ
06df0c10d34e459d9672bc77388742eb,87045,maringa,PR
89757206b887aed36f3e18d858460fea,3121,sao paulo,SP
d8b8f2cf9ff6ba0389072541cb42498c,73813,formosa,GO
3c03b12bab54d8b37d79d914bfdb1aa0,25561,sao joao de meriti,RJ
9d5a9018aee56acb367ba9c3f05d1d6a,74930,aparecida de goiania,GO
f9244d45189d3a3605499abddeade7d5,3029,sao paulo,SP
2b3b9ce054da76a7428df143a567b156,3572,sao paulo,SP
198c7ea11960a9844b544d9bcdca860c,37590,jacutinga,MG
a478c7961d6a992065b24e63b366f90b,89036,blumenau,SC
30c7f28fd3a5897b2c82d152bb760c17,24020,niteroi,RJ
66e0557ecc2b4dbea057e93f215f68d8,4771,sao paulo,SP
be1e9e378700cecaa4ebf71433d7915c,14025,ribeirao preto,SP
21e83881401b92b49fb09a16d3852291,38405,uberlandia,MG
