fa4560374dfb90c4e50a7da55cb5bf9c,9db0703d6dd2cc17ddfa3b1d509a9464,30150,belo horizonte,MG
44c231630b61cde2d9fd7c2311f0044c,5477633464629dfe2250f058ced9efa8,88048,florianopolis,SC
b6c89cb292299e574ed60db07369bfb4,3e81bb70f316a2fbfbc5291a0a537e76,13565,sao carlos,SP
13eecc109755d75fffcf60091efa0661,2e240821e6a4ec76c51e350c00aa3d1a,35162,ipatinga,MG
5d9e83a0b5fa076ad8bd09feeed0eca6,8b7d598b431132e2ce8639f03bc5f478,28460,miracema,RJ
96231a91505acf8d633d5f6908d35605,71c58647afee70d3f1c5eea5610a03e7,22220,rio de janeiro,RJ
da2f75aee4e935cfc9dfb3edee0e8b55,d8ed8e78d044624d8bac4bd0fcdc9fa2,58043,joao pessoa,PB
a68021e914fb8d880d37ebdf4a8730a3,ed6492c2221f6d0181d77af178d625d2,97015,santa maria,RS
47610d89c6fdfac969beb4fa9f5d37f1,2ed0ea186de34fab740cdb294d78701e,9320,maua,SP
7d550b5426c420f2974720bcb5889ef5,d2e105de450ecdd44aa478f79c90333e,4134,sao paulo,SP
57205a3f55644a1df9ea81f81aaba2c9,5994b30cf00d1fa01b52e85a243cd175,97390,lavras do sul,RS
79c672ef1735d58585e076fb896276b3,e49047a4c83acc67477aea24e68e0d10,12324,jacarei,SP
2d28c76b894d734ea4187948f160164c,4792097b0a693ac98710c6cd010a0ecb,11060,santos,SP
4f7554d9ae7426d7b2bf3fc9ec0eacbb,1377d9215edc3e6561ea64d1287f215f,90610,porto alegre,RS
bbc245da02e51a5ff7b595c31628af6b,9022903214ece785db32637ebda2f605,25780,sao jose do vale do rio preto,RJ
c5372d4fdcf5397b397afc9ab236163f,c9469f088b6714474a6ff5b68d71a7b6,65070,sao luis,MA
e3a4077cf3ad106c942f8a682505eb97,9b4c6cb924b45c34dde758395763d66b,12236,sao jose dos campos,SP
791fffae1e2c666934af4ee21b790c0f,0e462fdba63a77ec8438dd75cde65921,31535,belo horizonte,MG
9ffa39e775d0167c5322d82cd77d5ce7,c9d112350fbb0b149c3729d06fa4951f,7243,guarulhos,SP
89fe1107a7a7a8e70a256454d3da5335,cd8b7fb73501d01b71552fa7dd310083,5415,sao paulo,SP
297dcf281305aabfee256d313076af2b,13b588da91760a6e28ec9e0e1a2b414e,83280,guaratuba,PR
a184af958c6e57315ba863df407a9dca,a1ec4ef2b728011f5a164ea7a8807a37,60120,fortaleza,CE
972b98e458def47c41a327df83f788bd,4363723e07aecdb401d5eaa306dc5d8f,82410,curitiba,PR
b2c14a4ba338f57692c8a8afcd85f141,ffc39051848c3ef2be36d1513aa3ad17,17602,tupa,SP
2f44de5a6887ace186c43b3d92c0176f,bef66fd862d56f0f9d318ee5a5638c0e,30350,belo horizonte,MG
e616e1806cf7fa06607a83d2f97f3993,93d934c3a86cf8a7e0e7631fd80f9ce9,9852,sao bernardo do campo,SP
3bf65193b71f8b81fcf6167cfc13df20,103fae9c95f5c4d4fd7a3b7a277b527a,98280,panambi,RS
ad6000ae0601cd20b0dab65dae6812f5,6794d51d9a80bb244f8170786a212399,22460,rio de janeiro,RJ
02acb1d49edb6c09b61d2f496afc61b5,bfe14bfa136397036c4fd0cade75c68c,29142,cariacica,ES
209ad2bfbe7e0b781a5d22d92ec099f3,ebcfea2aa4ee12ae2069e0f49139d419,84262,telemaco borba,PR
540b55779714563d96aee5c6fc8728bf,37b7895669a6896a9d2b4740eae0ebd1,93995,santa maria do herval,RS
838a8a0e522e128e0d0ce9ba3e142606,f8205cfdac350f11ff3fc901d33c7db4,71909,brasilia,DF
18a7aeb193cba51394e6c333230dbfb0,eee7de395b0d7af40c1f63fbd8c858a2,86020,londrina,PR
56d9ab4bc8d4c1995701cbf669b81f8c,bab469c813feb773da2f80c3235bfded,26551,mesquita,RJ
45d76742aa38de04bc46e13624c4db61,1031b4c595b1b2c204ec6d95d4008af0,85990,terra roxa,PR
eadb38f485051a13664f0a4bdeb60b59,fba82fc4c0d84e7fe3c835074c447598,6385,carapicuiba,SP
