cc779b75630b5b63955c7167fcadee93,1,8cec92449a671f49ee9ef23dfecfb1c2,897060da8b9a21f655304d50fd935913,2017-09-03 22:50:12,47.8,16.79
cc780f51d20b4a6024436e6191c844be,1,094e4f4d501b5a6ec753b60a940b069b,14d7985702e72162bbf13b6beb74ab2b,2018-03-22 16:45:33,89,19.59
cc78407c0a27d3450010482ad091d498,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,2018-01-25 15:01:33,179,45.71
cc791081312a967189fa0ec1f58d5ee7,1,57d87687241f1aeb1a202f93ceccb0f3,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-12 02:50:45,119.9,12.54
cc798828f930d073a9b9592d56bd167c,1,c0f0a0118a333081ca6786f7661c3853,2d50d6282f8aa2257819a77bfaa0efe0,2018-01-24 16:16:54,105,12.23
cc79900e669a12933cc02b37c489fe00,1,957857fc71c15ad33dd32bb2c23985aa,70a12e78e608ac31179aea7f8422044b,2018-05-16 21:10:55,79,18.43
cc7a01248e3779979631ce8dea5c8292,1,4f28b40a0f7af9ad723f8787a46a4643,aafe36600ce604f205b86b5084d3d767,2018-03-05 04:20:27,89.9,17.2
cc7a31d7b05b15f82757614d415a1d08,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2017-11-24 20:31:08,75,21.02
cc7b37be243e081241f0929776e0ff3e,1,2a4cea102e8cd86bbff7d6c4f17a459a,fbc14c0cf93505ef89f64665ffa4a7b5,2018-02-15 00:07:48,740.99,18.21
cc7b510ece4b6212269c87aae1a60658,1,56e4165a2811a685d231891404533e01,11938fcc75f6902fea1d0a6f72b54a57,2018-01-22 21:28:24,249.99,124.74
cc7bd0bcbb309edb2cd6fd9e87e70fcf,1,27d089865ecb267c190122ec1feddb8a,6560211a19b47992c3666cc44a7e94c0,2018-08-06 20:03:54,49,18.44
cc7c3c9e0e52b2748d1843228f84c9ad,1,a3ceb95649a48c0c54ae4bd1dd66d035,6c177e38df6d3f34182b1f1d427231bf,2017-05-29 17:25:36,130,17.35
cc7c5328fbf984cfac3d461dfb85de23,1,87349b9aa1037e754a70957639f42f4d,8b321bb669392f5163d04c59e235e066,2018-03-05 20:09:35,35.9,15.1
cc7d45cd59dd03882eebd5df8bfa1e58,1,f93213a23c50edc16c27b96333f734dc,46dc3b2cc0980fb8ec44634e21d2718e,2018-02-12 03:35:31,279.99,26.8
cc7dfc8992e6aaa96f3248ff602ee264,1,bda14a918da6a4fa9168277a57d59578,6a0cbc8af2e8abd1bdfb777943d174c6,2018-03-29 10:47:55,115,17.72
cc7e03bc8530749e5b107609bb905580,1,8fbf9021a217075b130d33b3485e8fb3,eb4a59a06b3948e851a7d7a830bcbc42,2018-03-05 04:02:54,32,21.15
cc7e4905f056ded0f8987d5599129cf7,1,ba6c0daba35afe2ee11400da4ec7b3a4,d566c37fa119d5e66c4e9052e83ee4ea,2018-06-20 11:32:59,56.9,14.71
cc80504e2db2b7b744e2bfe2450c95d3,1,0fc6914383c2bea767a9562c9d8b43a1,8c16d1f32a54d92897cc437244442e1b,2017-03-14 02:05:08,44.99,14.52
cc8068a058758e65bf66266523272c96,1,6d07236d4abe99b5b1cbf368971bf6e7,01fd077212124329bac32490e8ef80d9,2018-08-23 14:50:15,38,6.66
cc8068a058758e65bf66266523272c96,2,6d07236d4abe99b5b1cbf368971bf6e7,01fd077212124329bac32490e8ef80d9,2018-08-23 14:50:15,38,6.66
cc8068a058758e65bf66266523272c96,3,6d07236d4abe99b5b1cbf368971bf6e7,01fd077212124329bac32490e8ef80d9,2018-08-23 14:50:15,38,6.66
cc809786d515550e76739eda2f98973e,1,9421a5b600386e401d30fc8de52f96a7,2b402d5dc42554061f8ea98d1916f148,2018-05-04 16:30:30,299.89,63.9
cc80e8ed42d1d4ac3dbe8e800672d01c,1,119addecf70b398c86bec023de4b8786,9add47bf45ce8e8c7db6b9cf670b1e09,2017-06-12 15:15:18,59.9,21.26
cc812bc2c7f8350a08add17abe7bcc84,1,d48bacc1dcd9c86bf1ed4ed2a303336c,9d4db00d65d7760644ac0c14edb5fd86,2018-06-07 13:09:17,38.9,19.32
cc82a53fe1a3af9541b2ae5c8290262a,1,4af81c9413dcb40e03e2a1bc15a6448b,ea8482cd71df3c1969d7b9473ff13abc,2017-09-01 15:30:22,48.9,7.78
cc82b75db7d018c137b470d668b91996,1,6c712952b8ef62f8d06a0314917400c8,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-27 19:32:20,75.9,12.49
cc8304651e8857627e56aca5207db748,1,a2da86fa759178e9e58e54aa1a144e59,ea8482cd71df3c1969d7b9473ff13abc,2018-02-14 07:49:37,24.99,15.1
cc8389c87998ef48d592285b08d5106d,1,edcda2e50aadade37544f55a8da52207,ea8482cd71df3c1969d7b9473ff13abc,2018-03-08 22:49:27,24.99,14.1
cc8412c7495b3d013e638dae26f04c9a,1,d2f5484cbffe4ca766301b21ab9246dd,36a968b544695394e4e9d7572688598f,2017-08-28 12:26:32,12.88,8.27
cc8454f08599794be25a95f691617e11,1,26b2a480ced2900a62bb9431133e95aa,d6b1ce66b035a475f00c017792ff9769,2018-06-29 20:10:19,113.3,15.1
cc84d04f45b429e9b55417f15b01aa52,1,ee0c1cf2fbeae95205b4aa506f1469f0,cc419e0650a3c5ba77189a1882b7556a,2018-03-30 05:27:44,53.99,12.82
cc852cf36cf64a124456f5f10b2142ae,1,4df83a41105e00e0845b9d12b5fe601c,fa1c13f2614d7b5c4749cbc52fecda94,2018-01-17 15:28:32,858.9,13.27
cc85879fb8f1767ad9b67dbcfa113e7b,1,d3e1006ba3735c0d44160026b6e0ced3,c003204e1ab016dfa150abc119207b24,2018-04-13 19:29:41,109.9,21.85
cc85b0be56a5a15d2146816d54ee0eff,1,2ffdf10e724b958c0f7ea69e97d32f64,4869f7a5dfa277a7dca6462dcf3b52b2,2018-01-23 03:38:42,213.9,16.25
cc8607fdeb822bbb13aadae04f3bb7aa,1,a6f97b352687ce4c26c75e81b5f2773b,f4db9b37944bcb8873e6b456ee190bbf,2017-06-29 16:43:34,169.99,21.68
cc86a65e920aceb9fe3bbe49bab2bd52,1,d37c7b44350fea9327f32f3e603f682b,0241d4d5d36f10f80c644447315af0bd,2017-11-30 04:17:35,29.9,16.11
cc86aa6e200c4c5a49a6ef02a690c3d2,1,02ee0862685e90b57cc241b7c9885f95,fe2032dab1a61af8794248c8196565c9,2018-04-05 03:15:27,199,9.75
cc8778d76e567b45082b7f52bce23095,1,909b87db6cb3a7ab26bd03cc59860136,de722cd6dad950a92b7d4f82673f8833,2018-04-26 17:30:45,40,53.73
cc8778d76e567b45082b7f52bce23095,2,a1a97164f38cfb98511eb68e6b40ad94,1c68394e931a64f90ea236c5ea590300,2018-05-03 17:30:45,67.91,3.95
cc8791078134803e82728472be137f38,1,e9e7c466f491674b6f283e2d2c8da88a,7b07b3c7487f0ea825fc6df75abd658b,2018-01-24 14:15:05,179.9,12.46
cc89389bd59dfd8cdf5b4490dec5df27,1,93d452eef7b6b3812ed587d747f0fe72,bfd27a966d91cfaafdb25d076585f0da,2018-01-05 11:46:18,49,16.11
