dd8c2ff157394afacbcc50a161e1af4e,1,credit_card,10,272.02
1171e6b0edcd799330be154f3dc4d93b,1,credit_card,10,359.19
95d5f038a551666d46a7729a67a1b414,1,credit_card,1,136.6
65509bf904f3e4f8179f6abdf50fc37e,1,credit_card,4,227.62
db1a3b6bc463c229abf2699244173f49,1,credit_card,1,65.46
bdd42e997b3dafd18ddcc233ad9c5195,1,boleto,1,161.62
74ef6fad7ff108e20c28937b7e1b7c3c,1,boleto,1,120.73
386e1d515c86ae0c848135e34e109c6d,1,credit_card,1,72.57
25755fc654451b06940f9b66bbc7c890,2,voucher,1,121.18
4806c15e687faabdb46ca2643cfcfa6e,1,credit_card,5,708.48
2e22dc2fce65e5b9d73a11d717f41724,1,credit_card,3,81.63
5bf1e6094b4bf3d73daa1bf1c22a0eda,1,credit_card,6,158.22
959c17b26a28614c8e8bc4758dea8952,1,credit_card,2,118.47
10cb203e7598cb11350267c0600fc00d,1,credit_card,8,365.98
ddf16d77e858a32f36e10c289a28ef61,1,credit_card,1,3.52
9f5abaa01d419a15e448f089b1cf4b94,1,credit_card,10,2467.33
c4669e882068cc0ade2697ed2169326e,1,credit_card,8,394.52
23628e1dadb5e31443d876fdd2e2893c,1,credit_card,5,136.37
97a8e78c9b29af3ed3a454d82a5ed310,1,voucher,1,55.13
18b7254a8929c73f21d6f0387bbe9de5,1,credit_card,6,139.24
47cbcb015b97b14c5d1e74f2deb831b6,1,credit_card,1,105.28
c3256d0b41fca9e8892884ca21306c59,1,debit_card,1,93.62
e1f61651871c0898a323bbbd154555c0,1,credit_card,1,104.93
30e0a586733725ef792f50d33720b961,1,credit_card,1,68.01
67a2acb0fc862ad9d5ad0d2548966d5f,1,boleto,1,212.03
260e68c397224107df7f6156ee6397b9,1,credit_card,5,385.86
2ae74f27a662e60bf2efb26a4b8d81fd,1,credit_card,2,346.66
c8c0e74f5426e74b812efe05eaab11a6,1,credit_card,4,432.34
cc95bee5397d2c44e076ccffd9dd766c,1,credit_card,3,86.9
e418ef83856cd1b69aa83b6992142361,1,credit_card,2,95.67
6340bf3e650dce76f15cc110f8135191,1,credit_card,12,199.79
63df4a3d0425e3dbe076e565dccb76b0,1,boleto,1,86.64
521bbed0033539e0f0a361abacccc71e,1,credit_card,7,234.46
