2ba8e97c85cad12aa29c88686dc08792,32c1efea2354fe9bc32216cd88c912cf,delivered,2017-09-28 11:24:03,2017-09-30 02:36:56,2017-10-02 18:36:02,2017-10-10 15:12:50,2017-11-01 00:00:00
53b81cfb99dfb40eff4f45391a39563f,6cc8bdc9228f5b9431c9801f8d2ad172,delivered,2017-04-26 10:13:13,2017-04-26 10:22:44,2017-04-26 12:56:56,2017-05-05 07:57:33,2017-05-29 00:00:00
4ce042e8a6468ee3e7090d9687228184,fe476fb992cfac604d990a6e8b50a434,delivered,2018-02-19 14:48:00,2018-02-21 06:05:38,2018-02-21 22:19:15,2018-02-26 23:15:34,2018-03-05 00:00:00
6d6491e68b2e416f68ec6e23e004d3a3,3008cf4a74a01457bd6c1a13dd303150,delivered,2017-10-22 02:45:19,2017-10-24 20:49:53,2017-10-27 19:29:02,2017-11-01 16:27:23,2017-11-10 00:00:00
f6a08a1ed99bb5b7aac1460a4eb56521,548d07166173505e504703bfcb26294d,delivered,2017-03-28 18:47:33,2017-03-29 02:10:33,2017-03-29 13:08:29,2017-04-03 17:23:51,2017-04-19 00:00:00
eec03c88b33036c654afd8c6dcefd225,a3dffc91b473ff82d9dcb1c27d70e0ff,delivered,2017-12-08 11:27:27,2017-12-10 11:19:33,2017-12-11 17:54:54,2017-12-13 21:03:36,2017-12-27 00:00:00
821502db9b7f3a72036b7459652b46d9,73235907daba098efbc010b07291488e,delivered,2017-11-20 14:01:50,2017-11-20 14:13:33,2017-11-21 21:03:33,2017-12-13 17:07:21,2017-12-19 00:00:00
0a7f4604ee9cab65020038275efe1d76,f1f47119f889031980d7fad6a0b0c62f,canceled,2018-07-08 18:44:18,2018-07-10 04:35:13,,,2018-07-27 00:00:00
e7841f8a7d91020befe0310b6e226857,0a1320235af1a4ef421c222c1ef4bdd9,delivered,2018-07-29 23:34:39,2018-07-29 23:45:15,2018-07-30 14:14:00,2018-07-31 18:08:49,2018-08-02 00:00:00
182e6edb8cb190cada2690d7c7d78e76,310fedb3d5552efafa15c7332a1719be,delivered,2017-07-24 19:32:55,2017-07-24 19:45:10,2017-07-28 19:22:30,2017-08-03 13:05:59,2017-08-15 00:00:00
eaa2ff40071cc82bc20cf856cc415c38,7d4525dbfd980437633dd5dea60b8cf3,delivered,2018-01-24 07:37:18,2018-01-24 07:51:44,2018-01-24 18:42:16,2018-02-02 23:06:34,2018-02-20 00:00:00
553e31affcb8c69f75f7fa6d7978be44,e15ca41d2ae4006d333882ec44b06660,delivered,2018-03-07 14:32:33,2018-03-07 15:35:38,2018-03-08 10:52:07,2018-03-16 21:36:43,2018-03-19 00:00:00
c67eb6f352d61cbfeec214480d5c6baf,46e7342ce409f2b5656f102f2ba9b9dc,delivered,2018-06-29 21:05:36,2018-06-29 21:15:09,2018-07-03 10:39:00,2018-07-10 22:56:51,2018-08-07 00:00:00
e52f58b44b46886bcfbaecf6e66ba026,36eb5f48bbe2a07929c8fb47fa5dc33d,delivered,2018-03-07 19:30:10,2018-03-09 02:31:08,2018-03-09 16:06:37,2018-04-03 21:40:57,2018-03-28 00:00:00
fd0d6e1fe406f607f6f66c3bda4de1d7,01d3b76b3d6604372075f8f2437b551f,delivered,2018-08-04 16:31:49,2018-08-04 16:45:18,2018-08-07 07:57:00,2018-08-09 22:56:46,2018-08-15 00:00:00
5c78dd4658f7e317f7e2b71fe2abf783,fa30e48dd16ed998b9de1fad90d22a73,delivered,2017-07-06 21:14:50,2017-07-06 21:25:18,2017-07-07 17:59:53,2017-07-17 15:35:52,2017-07-26 00:00:00
8394de68d323384a331279fd8a60462e,5522756dc22c40edde151bdcb02e64be,delivered,2018-03-05 19:09:25,2018-03-05 19:28:35,2018-03-07 17:56:46,2018-03-17 13:12:02,2018-03-15 00:00:00
5f9c72fbeefadbfcdd02d45c45fc3a73,8ff43deb04fdc5eb54b79b7c71d7d4bb,delivered,2017-12-04 18:12:12,2017-12-04 19:24:38,2017-12-07 17:13:08,2017-12-12 20:22:28,2018-01-02 00:00:00
2ee76a4a1d729880a350fcda807b492b,9f29d5f541fd53a2d1557e678130dc8a,delivered,2017-05-04 10:11:17,2017-05-05 06:50:08,2017-05-12 10:38:00,2017-05-18 11:28:07,2017-06-02 00:00:00
8890828f16facb8b8a9c48194daccb85,161bbf41f242e91075dcd075c9034992,delivered,2017-07-02 13:05:45,2017-07-02 13:15:12,2017-07-03 12:27:49,2017-07-07 17:28:29,2017-07-25 00:00:00
0735913c4b3a961b5988041799a7543e,4d69d33edb867a842ef0541c0b054a3c,delivered,2018-03-01 18:41:05,2018-03-01 18:50:26,2018-03-07 16:58:43,2018-03-08 18:18:59,2018-03-13 00:00:00
8a5752db160f5853a435772f9c862b14,1c313644539885b31f092e52cb156d88,delivered,2017-11-26 18:18:11,2017-11-26 18:32:38,2017-12-05 01:09:32,2018-01-11 20:37:31,2017-12-18 00:00:00
a6aca33fc83c5123ddd8a3e92d825d48,9ea4e3a29c656b354817641675db4448,delivered,2017-09-26 20:48:37,2017-09-26 21:04:50,2017-09-28 17:25:31,2017-09-29 12:21:55,2017-10-13 00:00:00
cbafeca884490b05adc8ed5ab300bb44,39832b7591488af7a514a950832038be,delivered,2017-11-12 20:13:18,2017-11-12 20:26:34,2017-11-14 16:39:23,2017-11-22 12:21:23,2017-12-06 00:00:00
98877a509c8d712beb65e2713e61832b,0d46b5f4d5aad845679221aa951bde39,delivered,2017-10-01 13:16:54,2017-10-01 13:28:15,2017-10-02 22:32:59,2017-10-19 02:22:31,2017-10-27 00:00:00
b8e2c9918602196805600ab3b68b1cdb,dd98149e38b6d4596c5e4052d0c1a786,delivered,2017-02-14 12:44:12,2017-02-15 06:45:18,2017-02-21 14:52:18,2017-02-24 09:13:06,2017-03-13 00:00:00
6003757adfc0188f4685e56a3b0084a5,de5681fd7e98e07891a6cbc4c623113b,shipped,2017-08-26 19:26:46,2017-08-26 20:00:16,2017-08-29 15:28:01,,2017-09-15 00:00:00
c96de30b1cc4ffc6c98494bdaf25d460,ae7abf694bd69600898325b29921ff3e,delivered,2018-03-28 17:53:33,2018-03-30 03:27:03,2018-04-03 02:04:11,2018-04-03 19:58:47,2018-04-10 00:00:00
ac2a626df847783c310f77108af182ea,d8276321745dbeb7bd88721af2a181f3,delivered,2017-12-19 11:39:15,2017-12-21 02:11:02,2017-12-21 16:49:31,2017-12-28 21:42:41,2018-01-08 00:00:00
4a9e7a4311dfd6488a1501266a1cdf9f,577e972ceb4a6f3b510610c00bd12dab,delivered,2018-07-23 19:42:46,2018-07-24 10:32:04,2018-07-30 12:24:00,2018-08-01 21:11:59,2018-08-07 00:00:00
a5b17618d38c5f58f124097a79a2a230,02044ee0862ebaf88a067ba1f74342f7,delivered,2018-02-01 18:42:32,2018-02-02 19:31:12,2018-02-06 16:18:30,2018-03-08 21:06:27,2018-03-02 00:00:00
906f4bc65b707953aee3d6462aa07e8d,cdfa43e0652c0516c3bb32a90726f999,delivered,2018-06-03 12:54:39,2018-06-03 13:10:50,2018-06-04 18:11:00,2018-06-09 16:54:44,2018-07-05 00:00:00
744c590b667776f5108a23623d7e5b91,f2936096a24de46b3f775df929c3b91b,delivered,2017-07-18 16:17:09,2017-07-18 16:30:09,2017-07-19 17:41:28,2017-07-21 20:13:08,2017-08-07 00:00:00
01e4121d4b2dcfb2ba6b8f367652aee8,da76db45bad3e7725c88825007a1f3b0,delivered,2017-10-30 10:41:13,2017-10-30 11:09:50,2017-10-31 21:49:58,2017-11-03 14:23:00,2017-11-17 00:00:00
a67d6881ec08b5e0258c05357bce8516,54466d649359619778a5951360cc4e23,delivered,2018-07-06 15:48:07,2018-07-06 15:55:11,2018-07-10 14:53:00,2018-07-13 15:56:30,2018-07-20 00:00:00
44e4e6de79505211800da6a7b4489511,b4ec511dd283ea2371a1bc337d1c62b2,delivered,2017-07-21 01:37:07,2017-07-22 02:23:25,2017-07-28 16:09:39,2017-08-09 20:36:48,2017-08-30 00:00:00
31be75ffd0c4b58ca777e72cd2352b14,fe1ae0bf088bc446aa79c7f3c11d9fe2,delivered,2018-02-10 15:29:22,2018-02-15 04:08:00,2018-02-17 00:07:32,2018-03-07 17:56:48,2018-03-09 00:00:00
4b3b5a1764a6d2a253ea4f815e3a1521,9e8f467e3f46fce1d46d5fde05706628,delivered,2018-01-15 10:28:06,2018-01-15 10:53:58,2018-01-16 14:11:59,2018-01-29 22:36:48,2018-02-08 00:00:00
770df021424ca2a0552fb73c4583e2da,67a2c81044afd5b588ea23b1617f9a3a,delivered,2018-02-01 15:22:08,2018-02-02 02:54:27,2018-02-03 01:12:58,2018-02-06 20:54:35,2018-02-19 00:00:00
c4b2f28161989ed10bc95e7c3a7d1dd4,a9727a78484e301ee998def84cb53d7b,delivered,2018-04-06 02:13:33,2018-04-06 02:28:33,2018-04-17 16:46:40,2018-04-23 14:52:37,2018-05-04 00:00:00
fb1ddf834a88bd14684fbc3242c4a46c,30c8445ed3d74b38901bdc6dd9d90e9e,delivered,2018-05-16 16:58:47,2018-05-17 08:36:33,2018-05-17 12:34:00,2018-05-21 19:50:58,2018-06-26 00:00:00
cea3e6c11eb60acb9d8d4d51694832f8,cbb68c721ba9ddb30d8a490cc1897fa1,delivered,2018-06-03 10:12:57,2018-06-03 10:50:00,2018-06-04 14:18:00,2018-06-19 16:04:46,2018-07-11 00:00:00
3d2a8a0c9b558d8f3cb7a7cfc23d6874,526542b3a44f1395af237c96b4a6fc57,delivered,2018-01-23 23:20:14,2018-01-23 23:34:01,2018-01-25 15:13:22,2018-02-08 16:37:49,2018-02-20 00:00:00
500ec09d88a6867f4a2eb557319cfe46,cd69b09b4e88e12801fef674ab5258aa,delivered,2017-11-27 00:19:36,2017-11-27 00:32:44,2017-11-28 17:57:08,2017-12-14 18:28:50,2017-12-20 00:00:00
c656e67f70a1830a6cb94ab5d5f2c6fc,8f4f0a9e03d6e7776e007dd9524b8484,delivered,2018-03-24 14:18:45,2018-03-24 14:30:41,2018-03-27 16:46:54,2018-03-29 19:44:23,2018-04-12 00:00:00
1be1c706ca05fafa2f99d335601e9293,76c2a2658636bd07038a9da6df0e9e55,delivered,2017-07-12 12:57:09,2017-07-13 03:04:19,2017-07-15 11:23:51,2017-07-24 21:55:44,2017-08-07 00:00:00
f3cdcfb1e284df216c693101dfd1f864,1e3252b73d8c7d66a3e003069691c85e,delivered,2017-09-08 21:44:23,2017-09-08 21:55:25,2017-09-13 22:05:33,2017-09-25 22:28:49,2017-09-29 00:00:00
deb56ff7a4c8b6ca2a4499ad9acc3b5a,5275453cb630f7ca9533c4dda2f2930f,delivered,2017-10-31 11:14:04,2017-10-31 11:30:24,2017-11-01 22:52:28,2017-11-03 15:36:04,2017-11-09 00:00:00
b8a1d54523e7ddb0d218b888817a4d51,78993c71213f4dfaaecdeccd7ac590fb,delivered,2017-10-18 06:31:22,2017-10-19 07:34:17,2017-10-20 20:53:49,2017-10-23 16:42:01,2017-11-16 00:00:00
