ff1e15b778c700abdd4d239b81ac466d,81260,curitiba,PR
820c7c9eaf76d2b226b6c242bcf3f34d,4756,sao paulo,SP
85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG
a673821011d0cec28146ea42f5ab767f,3809,sao paulo,SP
ebe3dabc4955c9b0d695e7bda38bf5c3,14085,ribeirao preto,SP
ca7c6bd577e559472af1c699de9e764e,9812,sao bernardo do campo,SP
c8b3445d737de6befde0c88ede534a5e,5734,sao paulo,SP
eb5b6204dde3a6e03b5f1bb8479f055b,6900,embu guacu,SP
4a5b36211b1f51bf7eaa5c10a57fa483,24445,sao goncalo,RJ
2e1a7d075abe038c1b2743005fe42ff1,3461,sao paulo,SP
973f21788dfab357250f69a8dcb7ddee,35530,claudio,MG
ba89796db68db180bd389de96b2ff3b6,5763,sao paulo,SP
b9ec22de23f18567de0e09d776ca0309,72318,brasilia,DF
79ee721b6f766066a80264402548d359,17011,bauru,SP
11bfa66332777660bd0640ee84d47006,14085,ribeirao preto,SP
7d484ca289afaac6bf5fc6a1e96d2226,79104,campo grande,MS
5160d23075764e18e07c1f4a87fad743,9720,sao bernardo do campo,SP
3a1a1fec38dd360f15fc912e821e169d,2451,sao paulo,SP
141440cad9341e553f8401c574a2aa38,85200,pitanga,PR
05aebce0b5c8f0d41b29b686f2d05fd3,3962,sao paulo,SP
dd39ad39b5d3df33037e141c72497ba6,4282,sao paulo,SP
695051e2981c8b19e77cafe450d5bdf3,6276,osasco,SP
dd55f1bb788714a40e7954c3be6df745,1021,sao paulo,SP
ae7ab174effdead6c241e547e4ca13f0,86703,arapongas,PR
9d7a1d34a5052409006425275ba1c2b4,14403,franca,SP
8c351ed7c326c62123318f4f3246e906,11701,praia grande,SP
dc4a0fc896dc34b0d5bfec8438291c80,14940,ibitinga,SP
3a4127e1ba7208ea37044c5092aae170,8226,sao paulo,SP
7c4402417d51474d4d0cda9557340e40,9530,sao caetano do sul,SP
b9ca8e8baa5d4aa038394a700f63e69f,3001,sao paulo,SP
3968920b9aa752ab98f7d5888c9252f2,17056,bauru,SP
9b522ba7eae9e1d04082f267144583cc,4843,sao paulo,SP
539ed9e19811677513447759be5eccfc,31520,belo horizonte,MG
e26901d5ab434ce92fd9b5c256820a4e,9350,maua,SP
9d5604a1f112324ad6b2aa552122e0fb,88075,florianopolis,SP
a6fe7de3d16f6149ffe280349a8535a0,14401,franca,SP
aac29b1b99776be73c3049939652091d,38408,uberlandia,MG
54a1852d1b8f10312c55e906355666ee,13456,santa barbara d'oeste,SP
88ae906ea2acf6971f26c3e8b7cb4357,1550,sao paulo,SP
bba8d0c234a52b87b3957037a215d1a4,74343,goiania,GO
c826c40d7b19f62a09e2d7c5e7295ee2,7133,guarulhos,SP
a425f92c199eb576938df686728acd20,81050,curitiba,PR
3c3017960b2dbd72711a61f0400aab8f,89251,jaragua do sul,SC
ab9db4cf53b08b828b64dccaafc2d9f0,96530,paraiso do sul,RS
113e3a788b935f48aad63e1c41dac1bd,12570,aparecida,SP
94c49f20a123aeb9360dbf80ff912bf6,18015,sorocaba,SP
1ca4bdb0cd7fc48e949bac066188ed26,36773,cataguases,MG
d12c926d74ceff0a90a21184466ce161,2634,sao paulo,SP
71dc18fd8cbf5fd77f45dd8b427abb34,82520,curitiba,PR
b43d8b707f887a30f4675391098354a0,44600,ipira,SP
f235413f677777a0738ff215d0184901,17250,bariri,SP
985c92cc412091f8529c12d7f23d3fef,36300,sao joao del rei,MG
038b75b729c8a9a04b0d07cba7eabe86,12231,sao jose dos campos,SP
a4b8d97cd5d3674eeff96abc99d8ed67,13177,sumare,SP
ffad1e7127fb622cb64a900751590acd,13465,americana,SP
