f00cc56c5df0c63515f85365d418e199,pet_shop,53,372,2,300,16,16,16
4941b2c06706332ebfd9072d7b1fb23c,,,,,50,32,23,33
51bd37bb8517d5bfdb1f54c11fb01d27,moveis_decoracao,43,87,1,3500,20,20,20
ffae6024df16802ba75f761d9aa24367,telefonia,52,845,2,150,27,5,20
3dc95ebe4e59153d4655472acb2c0785,perfumaria,24,609,1,200,17,6,12
d00af18ab556193d160b6ce26d232a96,esporte_lazer,42,2498,1,3000,22,31,22
56a37c8f41558bf4f515e0a835083543,cama_mesa_banho,46,148,2,300,66,6,49
fd1061ebebbb9892c59897096066dec5,fashion_calcados,57,404,4,1400,22,15,33
c5db51af7d9a58228bcea932010cf080,brinquedos,56,859,4,6000,58,27,33
24c002cf6aa7f3c184a964064e2a2e5c,utilidades_domesticas,50,903,4,3000,22,51,22
30c687d22c1be52d2fdf233f0dcadf24,beleza_saude,58,1629,2,3600,48,22,11
754d489a7a6c5b5f63c6e1ea42f9125f,moveis_decoracao,12,920,4,125,16,16,16
875877153c6086d3c0e1fcedcee6a77b,beleza_saude,41,3571,1,300,16,11,11
33f38661c7e75dfddb833dc4cd2f1c27,moveis_decoracao,58,271,1,1450,44,18,34
038967227fb1bc9b30d6e1c81fa2d2be,automotivo,45,1161,1,200,16,4,11
313d98472cf2ff8d80bcccbed7bed6b1,informatica_acessorios,54,2394,4,550,28,10,26
b19e331e05bee8900ed6e582b4c8dab6,cama_mesa_banho,52,382,2,3500,47,21,41
08f69c9f1af250a8046c21b78a1ef52a,moveis_decoracao,58,1749,4,1200,65,3,45
e99d30bfed97b6061153d250f19d381b,moveis_decoracao,41,447,3,400,40,40,15
24d8da2d499efba175b1092826b7e390,esporte_lazer,35,248,2,150,20,6,14
8afd2ec5bf821e4d1a061e7ca31cac24,relogios_presentes,60,522,4,300,16,2,11
0e2c6b2fc22b192f824a68a0fa537aa0,esporte_lazer,55,525,1,1400,31,36,31
115f1b22fcff1674f62e4e4dea4aea1a,relogios_presentes,58,1843,3,300,16,11,12
2a74acb77e71d1cb27a9dd28cf95e561,papelaria,59,303,3,5050,38,30,28
6e4b48692263d4b62965273275cb2b66,papelaria,46,365,4,300,18,4,16
f3c5f7d4a6b87b94a7ce5fa1c1b2ca10,artes,53,927,1,200,16,5,11
aae719054702e4738807983cf772e8ac,cama_mesa_banho,56,164,2,1500,47,21,41
efa1b15e58071189595afce796e08bdd,relogios_presentes,48,160,1,540,16,11,11
282606dd11c6108bfa47f0e4b0918cfc,eletrodomesticos,52,294,1,500,55,40,46
5096e827f6152df3974343e735a52dc9,construcao_ferramentas_construcao,45,890,1,2800,16,2,11
c42a54d639771f80d5ea22dd39a0d845,moveis_sala,38,244,1,10800,56,16,55
044de1dc695094f06e9eca6c19921f20,moveis_decoracao,56,296,3,1300,100,7,15
ff922797a6771cab4e0c51d482285ec3,market_place,37,537,3,1725,31,8,33
2c484c3b1f80b8c735fcccb9b1f0f0e6,,,,,900,20,20,20
d0e298a57a1e2c2bfc451af91b3073a4,automotivo,52,1112,2,350,16,5,11
0454c95c31d75e5f86c354896a3d9814,moveis_cozinha_area_de_servico_jantar_e_jardim,44,246,1,25000,98,14,40
a9e1f2fff48f21f5e6fc9dce739e1160,esporte_lazer,59,834,1,1275,62,16,16
725a6c1520c48838212406e45e2ce4bb,eletroportateis,55,977,1,340,28,11,15
bca5c45c40f5c10e76d44d5104ecb9b5,ferramentas_jardim,39,90,1,250,16,10,11
73dacc49330dc5cc9b1c1983c16200e7,automotivo,54,299,1,5450,40,16,30
dcea90efda71f06e7a5eafd530c7ff8c,informatica_acessorios,45,705,1,600,36,9,13
78e4f0bfb0f64274be5b054164c602ed,beleza_saude,50,585,2,1500,30,12,27
f6d9b167294712de476f696ad722ae73,relogios_presentes,51,415,1,550,16,2,11
ed3f40dab41c0bd6f688e3e3f846b893,brinquedos,26,175,1,1500,54,14,16
f940327804bdcb40342a12c93de069b8,construcao_ferramentas_construcao,42,1571,1,450,38,12,14
a4cb01ef37cd2734263f1ea9f1f8e7e4,relogios_presentes,54,567,1,100,20,7,15
80d63636780c5975e5c93b63236d481d,beleza_saude,16,2709,4,2700,18,24,16
f5c47e637a96fcf0de8c1c6baa75d856,eletronicos,45,442,1,110,18,8,13
11fb5797b3ae9cf31bc0fcb8d907979a,ferramentas_jardim,60,1675,4,6050,32,24,32
19b29af06176f74d13a42e350b14e2d7,automotivo,50,2357,1,1000,40,25,40
3465048c898b00affaf9ec533dc95351,cama_mesa_banho,60,146,1,1200,34,6,41
b0b302c4ad94c584fba79e1252093ceb,cama_mesa_banho,52,281,1,1215,37,7,29
