9165e7a5f9ef266f66ca19a816cdc657,cool_stuff,60,585,2,2300,53,40,22
dbedc5c46934d0708dd37cccef1c2184,moveis_decoracao,60,87,1,1500,40,7,34
db12039c7ff4e850d48e0312fa9b3473,cool_stuff,23,652,2,575,26,20,32
f71f42e2381752836563b70beb542f80,informatica_acessorios,34,1078,2,250,41,2,29
79882368bfedd5f03e3beed890bd2f95,beleza_saude,36,2221,1,1950,30,10,17
c6a45b8202c0b9ec28315a3a43a83ddc,cama_mesa_banho,54,212,1,1050,38,8,28
11f7fe3e6faefffa90541a46c3a4398d,beleza_saude,56,1897,5,675,29,19,16
60142008404f92c16972d1cb6dd0e3c8,utilidades_domesticas,58,1567,1,2000,16,20,11
08eee942c0bcf714dba09fc14206a0c9,cool_stuff,38,666,2,200,32,3,23
4ed8030b452688a37d26044e966eff12,cama_mesa_banho,54,284,2,4200,41,13,13
4cc2957c5e9b99df42f3a7a19a876263,cama_mesa_banho,57,495,2,225,30,6,22
cc1b0e67ffb98a08c886e8c3c27a915f,papelaria,59,251,6,1500,60,20,29
286ae430a4ebbf9a6048a42f362fa322,relogios_presentes,52,220,1,750,23,2,20
cfcbd616a5634db6b6245c16b449aab8,moveis_decoracao,34,354,1,1500,22,34,28
cbefecd2f12e002078d38c62d665278f,esporte_lazer,19,548,1,3100,19,3,19
4a2103f59fe65c15afb3cdcd24a7ff70,utilidades_domesticas,52,513,3,750,24,16,16
7315c8b2fdde9b7ce4e9fb30ddde010b,fashion_calcados,57,404,4,1400,22,12,33
189863ada55d223aa579c28edd1e2353,cool_stuff,22,1231,1,200,16,10,20
382d3a69f930988d7ad77f78f31c0944,esporte_lazer,41,569,1,250,16,16,16
7c900a8802a6e69db282513a6b159e70,perfumaria,47,466,6,150,22,11,11
0eee5c8d0dc71aeb3fcead3dd83abc07,utilidades_domesticas,40,545,2,2100,48,25,25
34ed9519613c77484479167190ccaf3b,construcao_ferramentas_seguranca,49,342,4,100,20,20,20
dc7b5d2b32ae30c86acd229b5ff34dcc,perfumaria,56,451,1,400,20,16,16
a2a074bf18230a66559fa3ba6977bcad,telefonia,53,1307,2,167,18,3,14
ebc9e1315a80a2aba62fa97df7a0c9f3,perfumaria,43,574,1,550,22,19,21
42155695adbe665066ad812855fe523a,eletronicos,60,517,4,200,16,6,14
7b371f0aeffcb6d62f97ffebe79c4e59,pet_shop,54,3379,1,7750,40,15,63
f2ed77847f3b2e104b246bef65f15d0c,cama_mesa_banho,58,663,1,1940,29,8,38
fec094ad5af771b21cf38c6c9e946f19,pet_shop,51,346,1,5700,54,27,36
2bb50024a4ce3a095108b812829e4f31,papelaria,42,259,2,200,24,7,14
73654d559ec8c7b46ae0c6419cd59072,beleza_saude,42,3156,1,300,18,18,18
032c32a02f67b0fad495803ca810689e,casa_construcao,54,923,2,800,16,27,16
f832d1b20241274bc51c2d691b0f4b94,eletronicos,60,1219,3,175,16,5,11
a27e14cc902719125790cc967be45070,moveis_decoracao,40,451,3,450,20,15,20
d057ce621bd15258809e3c0768badd1c,sinalizacao_e_seguranca,36,609,2,575,45,21,23
6f404b217e9716c73d4626f722d0b880,esporte_lazer,47,1283,1,2150,20,20,20
0350ac874c8937571b129554110ec3b6,dvds_blu_ray,52,364,1,90,20,2,14
f71a7ef227514bb1feacf612102d6a19,,,,,800,50,15,30
fe3dd7b13c2aaf66e4fa4132f5c71da3,esporte_lazer,48,901,3,750,19,36,24
a1c3f3f968d87aa2c14861ee7f5a5e3b,esporte_lazer,54,935,3,350,25,12,18
ca84f66aece31f9e2298a1b53d9f39ee,beleza_saude,59,526,4,200,19,11,23
f82d1ebd3649e6b83c2d0f611cb5c540,cama_mesa_banho,60,162,1,4625,40,15,23
c4bb83a29caf7600c1a8bcbca6a85c98,esporte_lazer,56,377,1,150,16,6,22
a8557b8cc2880e245f6e7b7dbb0cfb04,moveis_decoracao,32,950,1,600,20,56,20
eb05c950151de27dafff354e4a7fcc9b,relogios_presentes,57,631,5,400,16,2,20
8c8eb9eb2e47ade1a343cd00f81cbd52,utilidades_domesticas,59,738,6,1500,28,20,28
5bb4be64a977a8d78895f043aaa3b174,esporte_lazer,52,1099,8,3050,82,15,22
785c2986ce8232a718aaad761ac2a321,utilidades_domesticas,45,234,1,2950,35,30,30
06ef141d37f22c5742e445504b5805a7,audio,52,929,3,250,16,2,22
53f721e1c5d5cd3825979a5556593dad,moveis_decoracao,33,292,3,533,23,13,14
bc74f63361c15c1a5baa5b97ac432e62,beleza_saude,42,500,1,4050,17,11,13
648b8a8c89e77c27e1e894e857667f6c,beleza_saude,58,810,2,225,18,11,13
61447f1b201702e05090de1afd35c560,beleza_saude,57,696,5,350,19,11,23
e4b2809914acb98470a12e7dbbb73a5d,esporte_lazer,43,322,1,150,16,11,11
288c3dc4b5fb8592ee07b0c495ab49cf,telefonia,58,259,2,70,19,4,15
029e44e66d4690b45077bee6d76799f6,brinquedos,51,392,2,500,21,10,15
ea3d1fd6192d8c4443e67d2360461a70,moveis_decoracao,59,926,3,1050,40,10,40
d68b7771d853f126569c7e64658e3162,fashion_bolsas_e_acessorios,60,114,3,200,16,2,20
af62192c9415dbf2b36c294762acd9ed,moveis_decoracao,55,1892,3,6400,80,4,55
64c8ed0f7f4b571f9aa5f2488999d316,perfumaria,60,193,1,1200,16,16,16
daa634b8673533acf6639172bc4b2d99,brinquedos,19,246,5,900,34,7,18
2365562e74dd46f5e99cdc696c504cea,la_cuisine,49,554,1,1750,95,9,37
3801f58e89610213b829e4b6adb9556a,telefonia_fixa,53,2545,4,2300,20,12,33
7caccd530df9239c2740f03418b4c128,utilidades_domesticas,37,216,4,200,16,16,14
4440eee33cc4fe9710fb8b024a128bcd,eletronicos,42,947,2,200,16,4,20
31129af5d35d9ff3136470ea2305705d,consoles_games,49,915,3,500,18,8,12
c6563a7dfeba47f77da75352afb49d64,relogios_presentes,50,501,2,300,16,11,11
1b5517643ad053313be97cde689fa031,cool_stuff,55,697,3,650,20,20,21
b7dd82f73b490f8251576c96c4a5bed5,pet_shop,51,345,1,1100,54,27,36
7c5514c269002959274a50b996f04e82,papelaria,24,342,1,1300,20,49,33
25d2c18566cb8238ee65ecb9ac0f701b,automotivo,60,1227,1,14100,68,18,38
eaecab4f1bb8bf56071cf32a8d561d61,automotivo,22,1007,3,200,35,10,20
0dc88ec6b2635cd62b46f0f1d4c714ee,casa_construcao,57,231,2,4100,27,27,31
885767551f6e62036547d2ec333f1daf,informatica_acessorios,53,349,1,880,32,18,17
c831ad5c44cdf4b4cf324dca0f4f6d8b,fashion_bolsas_e_acessorios,35,221,2,100,25,5,16
50fb810523dcd3bd271eb7b6d2468988,brinquedos,45,1227,1,4633,57,73,36
985bf2af90ac31349ca19417e2752410,casa_construcao,58,2715,2,1374,29,23,24
0c21c38f5c53913ec6ae3884484aac81,beleza_saude,58,2869,1,500,16,11,11
2ddfff9876c59d6519013ab6943d17d5,esporte_lazer,55,3295,1,4800,23,21,22
8f0dd49f703d5aae900050bc55ea913e,moveis_decoracao,58,770,1,650,30,30,30
8dc3769c164b93196708d01eeca631b3,cama_mesa_banho,47,359,1,16000,16,10,16
70c7b93c42de2f3b28534c09b69a9537,utilidades_domesticas,45,711,1,12800,35,48,40
33e0cfd1cd80a0491da068d7a7f93ff8,cama_mesa_banho,44,501,1,2400,30,30,30
6e6760cb4ddc324d319cf599ce8a8b89,cama_mesa_banho,26,421,1,300,16,12,11
435fc681f12d221baf2257621262018b,automotivo,36,250,1,900,40,4,30
03bca689857bd64cc5c022221113db7e,climatizacao,57,364,1,2000,22,38,37
43bb8825dd6838251606e5e4130cfff4,moveis_decoracao,33,259,2,1500,65,15,15
66421745b3128972e1b0dcb3123e8c1d,bebes,57,346,2,8800,45,25,45
399f54c06661d06ca45c6e24ed238e0e,cama_mesa_banho,34,216,2,1100,33,9,38
189c49b159a847050e52afe5ec8d42c5,cama_mesa_banho,52,350,2,2069,65,19,44
12bc40cc267092a471dfd683058c8142,moveis_decoracao,56,1988,3,2550,65,8,45
0a6037fabc6b47a58947cc272f30b7f2,moveis_decoracao,49,779,2,21400,105,28,65
c41f4da71ade7867b0460e61f9321f74,telefonia,57,75,1,200,16,14,15
6e3e56ba6f1c01a2dfd039f63cb03585,automotivo,56,1157,1,100,30,10,20
8b5632d7a4f86bd2f1331355305427e6,moveis_decoracao,37,273,1,2850,50,50,16
608af629c5b520efe1caf06e1cfc4abc,malas_acessorios,50,953,1,18050,53,77,33
0e6fa23228936f89de3fa23d8fe80a23,utilidades_domesticas,58,114,2,2550,16,30,72
bedcc6c8695cffc75ebe3e5b49f20d8a,moveis_decoracao,49,868,1,1600,40,8,40
b1f57443c02747ba20ece8cdf8f4a0ae,relogios_presentes,60,877,3,600,16,11,12
cf42c8f3dc04e4fe02b18b4176eb8e1f,beleza_saude,55,1297,1,850,20,30,25
4255ef536732efe235477ace2dccd393,construcao_ferramentas_construcao,59,338,1,1400,20,8,20
44231a850e5be11ed6374fab222ff49f,beleza_saude,43,878,1,600,30,15,16
cea3e34396621bb2677f5969c11316bc,automotivo,49,1252,2,1350,61,8,30
2800ef620d36d17df9b1adb26cc56a9d,automotivo,36,53,2,4600,102,33,30
a2fcd6a1cb3f947073525d217a5f82f8,bebes,23,1059,2,100,22,23,16
30360c8b0b2ac6918f53ab66bc3c306f,relogios_presentes,56,561,1,350,21,12,14
ea2dff335f794fa9a17e0be77a73d34d,cool_stuff,34,200,2,100,20,3,11
728c17e07a160fed8b31f419de75f2c4,casa_conforto,58,216,3,2300,40,20,30
4df6e781d0eb0ae3d85f8bf5d2e72404,ferramentas_jardim,49,1060,3,2750,40,25,20
1789a1b00c33bec9db6e27b4848a5c94,informatica_acessorios,37,603,4,400,37,6,12
3c85232d9c97c6784684288a275f48e0,moveis_decoracao,55,563,1,300,35,10,25
