0c6473e9ab7d84f5b34b6aceaebd024a,37588c120b0cf79780234db155681a2e,22745,rio de janeiro,RJ
ae0870b4367021d653e2a81999273274,ce38bad421960bfafd46a91cd41d39d9,2264,sao paulo,SP
59b8b9769d51194d7eab64dcad63a7f9,d94beb184515a2256fc8d54ba01e28e3,20551,rio de janeiro,RJ
da72cc07bc64f329ef6a246774aea30a,40e0f6f72760a2e514621ebfbb9171f4,5594,sao paulo,SP
5a84017062b9a09b8e834003c96566e0,f51c5193cf4a17c47d528e0746ded0fc,28890,rio das ostras,RJ
204d8daebd63de26069fdb27665c65e4,8e2026db167c45a8ff8f5e4728bd9dd1,71931,brasilia,DF
16933fe63d8e3d819becf92275ed356d,da4e881eb0df5b43c3bec5807531cf1b,3105,sao paulo,SP
4622dd3775c03fcbaa3d4050ab4b0343,9414b67cf7f338e04d81f867351fd11c,57311,arapiraca,AL
73266b890f2a488defa51ddfe4ec9be3,979851d650459bc5f67ad8ebccd5829a,88034,florianopolis,SC
403df4f718b10da26ad22db642a6934f,b34a1c47a3858b2c2dff13888ee8a9e6,17514,marilia,SP
6b6d4e00580b09f566797ecde25bfc1e,e8972c7faa1ea06a4dc10c991aef5eb4,90570,porto alegre,RS
a399e13882d097e64ed0e25b2edcd6ab,0495139fd27c13934537d6a3b690cdcf,15015,sao jose do rio preto,SP
0223b85b1e7ae199e2336d4f8da036b1,7a47a31f913102dcad2ef5b5a2f762e1,29161,serra,ES
82dadd35c959838f756d2e8f3ef3f330,4cc404683f7f35ce6225e49938439259,86390,cambara,PR
82cfbe4fb82b2551ad2e05be8c255ca5,4321abf3b2fc2c204f7429f9a3c598da,48460,nova soure,BA
26edf51b99d1817a0d9890fc86cf8e63,966991f3fb9b67695c643670dafa8c7c,4513,sao paulo,SP
179c9a2f3d47b3179611a8e3279dfff5,795f6995217bc847277fefbf3598db94,6260,osasco,SP
b583a7efe4522c8ce8942bd47f33d487,67a7e94ec59ef6d6ba83942c81d39b9a,3420,sao paulo,SP
ed4676d154bd29df2e8bcf60549621a7,439f99691bc94427463116bbeabaafbc,95913,lajeado,RS
4028d0e98bc21c95b00aea6aeff03d44,f3e100178ce66b528c8f7ee247a081f7,74353,goiania,GO
7e2df1cd02b3bf50358cbd49758f3307,5474eda88098f9eba4af9be1de8ad9ec,40315,salvador,BA
2361dd08b65da19da0c4dc581f02f5c7,1d35875db271f1136229a00875a415b5,30330,belo horizonte,MG
d3503b10b18990444ed8642b7117c108,38483398ed917c9afa42cd950640f07a,99900,getulio vargas,RS
44288378c0d673fb42ce3c526c627978,0b07eea0b93324ae3c2ce0ede76b95c9,18211,itapetininga,SP
86a55360201ddd99b68ab34c17970492,eb5c9459db35e4aa0157281a9623e285,23890,seropedica,RJ
ce738845c4d6188c95f2091d90eac164,0bc4269327570a9a28fe8e54ffabd3bc,18150,ibiuna,SP
c71699ede1ef04bdcf2ff48b87b179ff,6a1972ce0731953cb9cc33be67af7348,19360,santo anastacio,SP
a491b8f543276e069f786d6b35cd68b4,221ae88140600106a982acb69a0add50,96506,cachoeira do sul,RS
542e9d27de3439eab9f60704b2f3cd1a,662a6fec6786ccf6a59735dfb7979baa,44001,feira de santana,BA
c0839934f43d715b1433b58b86744930,614f24294f5b745fb064e1777ccfdc3c,88600,sao joaquim,SC
513fb11b4affcd68a42726ab18ffa6bf,2b9a8287401c45273d732a57e2119f59,28930,arraial do cabo,RJ
1049fdab788b0c4ecc56ccf1b7931657,da988cd22dea88074fef62d667f64794,70253,brasilia,DF
52a200ac25412e4f180edd8fdf047116,f8831870442713a36d0fb86ee778feef,9040,santo andre,SP
17bf429fcda123766dc0a1b70ab0d516,94d15242e08e48c58b42c618dfc8b62d,6783,taboao da serra,SP
1acb698ac3abc056a22d474b83d60ff5,9a968ab9c482fb7a30df1cfb5766ee4f,11940,jacupiranga,SP
8e68059b819a389508e2a37f46343e60,72519c12ba1fb400c3a095f86a1c37b3,66023,belem,PA
607b751eb3decd6ce324f68150f2f1b9,a0cbc0fd1674542e2946647266a76b3d,14062,ribeirao preto,SP
925b74a503c1d6941ffbffe957ffab67,029d51fd4dc96c03a0e3d71c848adeb2,24220,niteroi,RJ
363483bbe13425697fde066927707959,c71df15d86ebd94212e0eea44f131095,15200,jose bonifacio,SP
0fae07bb4b1670e3da7d768c54f59464,ef589c64edf26fb431b56db8f6515fad,66083,belem,PA
2127dc6603ac33544953ef05ec155771,8a9a08c7ca8900a200d83cf838a07e0b,6708,cotia,SP
b30a4d09f171b5da553bab49a0a61764,8329519e31cb1b89bd44c3c6ae417ad6,12460,campos do jordao,SP
e4210fedf32208730477bf8fee9d663b,871132a85a4e19d6f8fe187411304ec0,3508,sao paulo,SP
b88501b556eb6ca99d56add0a47ed16b,3f537414e06fdda9c61ba1e272979376,8587,itaquaquecetuba,SP
875c452eae89cbbf07ef33d9e27d52e0,eca6d8070a6f7ab0bbe81ab5cc878db3,24858,itaborai,RJ
e7f1c2016c1e04e02cb832355bfabbb7,d8d98ce85135cc6521c24accb9121024,29201,guarapari,ES
475cb9fbeae47d32b9f40e4711ea8111,9d32b08911cefcd1c9f7ffb04bb9dd8f,5410,sao paulo,SP
f7c73f4b5faf697429c33ad71963b338,b20c72d8343d25917e0cb974e9c1996a,5539,sao paulo,SP
afe64a53e1a348ec5dfc7c97af12816e,23c2a49ede910262369700eea69f2467,3186,sao paulo,SP
58abc50932d82c0d93a282ad8d47757f,87a5aecdd3818fbf00225653db863e81,85303,laranjeiras do sul,PR
c69199acb539193102bc2bdf55622402,e3fd75d1bd4dd29ac63c05b3a8e9906c,81750,curitiba,PR
108a0f20bc27c6072be5931b83fe52ae,f68f6dcac1a7eede9b27479ea3c96c83,5158,sao paulo,SP
7a1a96d4644f77c1498383ee348c490b,acdf151c13d2b00f6623ab42d918a8e2,33400,lagoa santa,MG
7bd6207a5b003af1a97ba15f4184e979,954ae4c58d699117aebf7e32399213da,27966,macae,RJ
c6bf16f05f0fdc4603d841d215a13edb,b417f7ff34522cd0554a00818d67afa8,30411,belo horizonte,MG
972dceea95c4bf95c17d866c17dabc2c,1cb83d1c24faca5ff66d8661d5fc4de7,36033,juiz de fora,MG
e01ddbe8a8780adb92d8e4ca044fac5d,79d72d40151577560c20f734e1de9e65,4191,sao paulo,SP
9d4990db1cc3fde3a88bddc0a8d7e548,b46c28c9303dcfee5b1fdcfad41c76a4,12070,taubate,SP
e88c17456d85fea4f17d86e67e8d522f,7d9edd9e58296f0d00d200b19575d124,4803,sao paulo,SP
c8ca9d914fe6f62398c93c749e90a74e,4d7a71c1251e692c6d3105785e04badd,13333,indaiatuba,SP
fa84d009769a2e52b38a122fb532de71,55d679620ef456d2798cb896be4fc76c,9990,diadema,SP
e7b950a8f7872df50ab618d052437d84,b0d507d4f0e77d9e0082adf8e25a71e8,85635,nova esperanca do sudoeste,PR
91453e7ca56963be1899bf47df4be342,8e303e93b44ee0b968cda8d517d7f8df,1228,sao paulo,SP
9408e45694a5a6097fadf09ebdc5e4bf,b2eab24a3d081f9ca92ac6c64166c672,35162,ipatinga,MG
e0bdb2f487b5dc9eebcce9f98423608f,2ad3e1dcf3218182586c332001db767e,28400,sao fidelis,RJ
3d55995a5451ac5f7b9f4dd7d0577b2f,5f3c1dd87ff745e64b103916b322ba14,36955,mutum,MG
f0e88593745900d1712f11d546bf2d2a,a0e80c84daeaa68dad3e9c3261c7faeb,7175,guarulhos,SP
1e69e7df48c7b57590cd5f3877728f54,0cb6cace3955a479dede0a316447dd91,21510,rio de janeiro,RJ
8dc30f947f34a278c965a36c649a218c,4982a64e04ef50e81a9ee1c936431193,22411,rio de janeiro,RJ
3aa3e26fcdda0a303465cf3472bd2248,254534a3c4732b9c545db8986aafe358,89160,rio do sul,SC
2d7b04120ef4ed7a3903b6c54dfd6c7a,b5599205c271f90250763ecfa88b4b21,16020,aracatuba,SP
105abb3ec467cc6585a53923bc5be40a,023a46a22f869dafae9c900b45b8622d,24754,sao goncalo,RJ
31a4ecf0bd3ea9436b7132bac1a1bdb3,24c0806a2407ad1f14b1323849bd246c,2044,sao paulo,SP
533a3d75aeb7abdd7d803dd264c9851e,0af92d2ac166e21f4c91e660504a5d47,74360,goiania,GO
8990831f28f0c5a632fed68edb3718a3,91802398bf6fcefbd543b8e1ae742642,47800,barreiras,BA
bdd1804f10b8848c98659a9034876414,2af4a10e85eb4e2139698fd8dec91052,81200,curitiba,PR
075ee6aaac2c7e60a0ce60debca314a4,e034086ce1e058b93d4aa073fa351e98,14813,gaviao peixoto,SP
acd83049e45a80aed321d7e6755669c6,5adbbdc3ad3fdea440538bb612c3bf3d,22710,rio de janeiro,RJ
693b01063f115cc2caa2b0f4c8e1550c,805c11244586d62aab4a8fc28531140d,2987,sao paulo,SP
3b1aeee621c38f6606cc23392ef2fd49,44c818ed1e855cde4c4c2d0e69794e4c,36050,juiz de fora,MG
6bb61e20ad7cb7dacb55ff30900f3623,e2d2fac14a650e3e6711d3e221cd86eb,1226,sao paulo,SP
f65ff32357fe40277ac5c181c4528b3b,bfe07ae940ae1ee62b78fd75029ed9fa,12944,atibaia,SP
a086fa78ca272b05a6404f91bb04928c,2801e91a3596e4d07f4b73435c12c739,13905,amparo,SP
37ee9d51ad9968848aa06f86185d8d42,d4b96caf30925ba6e6ec36d0a449fc52,79060,campo grande,MS
cdfac3f96d217d92695d399b05fb39ab,29f1fd191f8a695af4483d460fae9dff,18132,sao roque,SP
1e8e1c62473f56df55197028a8b67324,eeb1bee15691f9dba515e9bac3b75a7a,8226,sao paulo,SP
7ac830df7375159599fce33ddfdca903,beb2e98598e7d1e72147318d01e37ec0,75390,trindade,GO
2c32cd114924f08948dc2c1311663076,bd6758b5fc97ec419f070b803fec362b,22280,rio de janeiro,RJ
fb7cf75fcef45516f74e0aa013e3ee57,475c8470cac5316dc1bdf13a46ec7008,65041,sao luis,MA
